Tweets,Sentiment
,
"OMG Look at the 6 AstroNOTS  from the UAE, they just took SpaceX to the ISS, they are going to be up there  for 6 months. They don't look that bright to me. Well I don't think they really are in space but not the point..LOL
https://t.co/GUlZ7ieImi",1
,
"There is no ISS/nobody is onboard SpaceX. Tells you all you need to know about the parasites running the US/Putin/China. Understand that whatever happens with War/Ukraine/CBDC's/financial collapse, it's all planned, lockstep lies, just like the Plandemic.
https://t.co/DmSLqgK22K",0
,
UAE sends second astronaut to space on longest Arab mission  https://t.co/Z5ANAxIqnk https://t.co/ktMHgNYldN,0
,
"UAE Working With Russia, US on Tests to Ensure Humans Can Live on Mars: Space Official

https://t.co/GTqKwF3GUz https://t.co/9cwX8wBFkO",1
,
"""Astronauts from US, Russia and UAE Blast Off on Multinational NASA SpaceX Crew-6 Mission to ISS: Photos"" - #NASA #SpaceX #Crew6 #CrewDragon #Falcon9 #KSC #ISS @NASAKennedy @Space_Station @roscosmos #UAE. Read my story/photos: Ken Kremer Jean Wright
https://t.co/rPQG00bwBv https://t.co/KjXV4SXtuU",0
,
"New crew from US, Russia and UAE arrives at space station
#APNews #APPhotoArchives #Russia #SpaceStation #UAE #US
Read on Siliconeer.

https://t.co/ZIkydK22Gx",1
,
"First class bathroom coming your way! As we start and end most days in our bathrooms, we always think they are such an important space in our homes. 🏡 

Contact us to discover different #bathroomdesigns:
📧 info@newevolution.design
📞 +971 58 659 2743

#uae #dubai #interior https://t.co/OAfk0t4yHn",1
,
"Mohammed bin Rashid to Speak to Sultan Al Neyadi on Tuesday

#UAE #Dubai #UAEAstronautProgramme 
@HHShkMohd 
@Astro_Alneyadi 
@MBRSpaceCentre
@tdrauae 
@Space_Station https://t.co/r0cfs01GsP",0
,
"SpaceX Launches US, Russia, UAE Astronauts to Space Station #SpaceX via https://t.co/DvgZikb3vz https://t.co/PqffzFsZbs",0
,
"Highlights from students and young professionals programmes, held a day before the start of SpaceOps 2023, where different #space projects and innovations were discussed
#SpaceOps2023 
@MBRSpaceCentre https://t.co/rkAah5x8Qj",1
,
"SpaceX launches US, Russia, UAE astronauts to space station https://t.co/vXOAoKWGkd via @YouTube",0
,
"On defence, this govt will probably just turn back the clock at before the recent embargo crisis + explore room for cooperation on #space technology, which is a priority for #UAE &amp; a strong domain in #Italy",1
,
"#Italy’s ENI already very busy in #UAE, so unsure of what else can be done. But govt sees value to push relations into more innovative space: hydrogen, cement nexus with #climate, look at water &amp; food security. There is space for other Italian tech + more scientific coop, via #EU",1
,
"New Crew From US, Russia, and UAE Arrives at Space Station https://t.co/DBWv3CXyxm 
""“I can’t be happier than this, seeing old friends in space, gathering as a big family. This is the essence of space exploration,” al-Neyadi said upon entering the station. “The UAE is taking a",1
,
Sheikh Mohammed bin Rashid to speak to Emirati astronaut Sultan Al Neyadi on Tuesday https://t.co/Dq2ZbFx2wi,0
,
"I have a new article on ""Reaching for the Stars: Cultivating a Cadre of Space Specialists in the Air Force for Multi-Domain Operations"" in UAE's new The Airpower Journal: https://t.co/C8AQgU7bkM @SpaceForceDoD @SpaceForceCSO @usairforce @HQAirUniversity https://t.co/5u0aI2Ja4f",1
,
"Sunday Class: Riyadh Al Saliheen
8.30pm (UAE Time)

Live on Instagram (and maybe Twitter space)

📍 Location:
https://t.co/UV769dvuSX https://t.co/ko6PEtz6MI",1
,
Dubai Ruler Sheikh Mohammed to speak to astro Sultan Al Neyadi on Tuesday during a live event that will be streamed on Nasa TV https://t.co/wCP4uSEDty via @TheNationalNews,1
,
Sheikh Mohammed bin Rashid to speak to Sultan Al Neyadi on Tuesday https://t.co/0imD1XrhNd https://t.co/xNQz9hxRga,0
,
"Buy your tickets here: https://t.co/1yXNSBb8vv

📍 March 11, 2023 in Aribau Multicines, Barcelona, Spain
📍 March 12, 2023 in The Space Odeon, Milan, Italy
📍 March 18, 2023 in National Theatre, Abu Dhabi, UAE

#KathNiel https://t.co/aTbBQVXrDh",0
,
"Besides conducting dozens of experiments in orbit, Sultan AlNeyadi will be making time for students in weekly Q and As
https://t.co/qbR2Kxnety #UAE #Dubai #DXB",0
,
"@ACEs_UAE @bgyo_ph Decorate your space

BGYO BYAHENG CAVITE
#BGYOatTheDistrictMall

#BGYO_BeUs2ndAnnivMallTour 
#BGYO @bgyo_ph",0
,
"New Crew From US, Russia and UAE Arrives at Space Station https://t.co/v5vSX9LE6s",1
,
"Neyadi said upon entering the station: “The #UAE is taking a great step towards pushing the boundaries of exploration.”

https://t.co/9KwTUrfJCb",1
,
How spending time in space poses challenges for body and mind  https://t.co/Pj26KEBaVC,0
,
@Halo2023A @mikealfred Set up in the UAE or any other place that doesn’t hate this space,-1
,
How spending time in space poses challenges for body and mind https://t.co/StlW23pFHR https://t.co/QossrXqO3j,0
,
"I dont a give a damn what @elonmusk and the UAE call it, but we will have talking robots everywhere and we need to make space travel available for the public. https://t.co/HBaWmOGSjU https://t.co/CH4PeXLbGQ",1
,
"New crew from US, Russia and UAE arrives at space station (from @AP) https://t.co/D1cGliqTGh",1
,
"@ACEs_UAE @bgyo_ph Decorate your space

BGYO BYAHENG CAVITE
#BGYOatTheDistrictMall

#BGYO_BeUs2ndAnnivMallTour
#BGYO @bgyo_ph",0
,
"@ACEs_UAE @bgyo_ph Decorate your space

BGYO BYAHENG CAVITE
#BGYOatTheDistrictMall

#BGYO_BeUs2ndAnnivMallTour
#BGYO @bgyo_ph",0
,
"@ACEs_UAE @bgyo_ph Decorate your space

BGYO BYAHENG CAVITE
#BGYOatTheDistirctMall 

#BGYO_BeUs2ndAnnivMallTour
#BGYO 
@bgyo_ph",0
,
"@ACEs_UAE @bgyo_ph Decorate your space

BGYO BYAHENG CAVITE
#BGYOatTheDistrickMall

#BGYO_BeUs2ndAnnivMallTour
#BGYO @bgyo_ph",0
,
"@ACEs_UAE @bgyo_ph Decorate your space

BGYO BYAHENG CAVITE
#BGYOatTheDistrictMall

#BGYO_BeUs2ndAnnivMallTour
#BGYO @bgyo_ph",0
,
"UAE astronaut launches to International Space Station aboard SpaceX flight 
https://t.co/m8VU7tWZIv",0
,
"#UAE Working With #Russia, #USA on Tests to Ensure Humans Can Live on #Mars: #Space Official, in @SputnikInt https://t.co/2mmzWYo5rT #SpaceExploration #Astronauts #ISS",1
,
"Only less than a week to go before the kick-off of KathNiel's OOTC shows this March 2023! 🤩 

📍 March 11 : Aribau Multicines, Barcelona, Spain
📍 March 12 : The Space Odeon, Milan, Italy
📍 March 18 : National Theatre, Abu Dhabi, UAE  

#GKapamilya
#KathNiel https://t.co/D02keYnI5p",-1
,
"@khaleejtimes @MBRSpaceCentre @Space_Station @Astro_Alneyadi @uaespaceagency We are proud of UAE and Mr Sultan Al Niyadi, unforgettable moments.",1
,
"#Egypt already has its fourth spy #satellite in orbit and Emirates its second #astronaut, by Juan Pons in @Atalayar_ https://t.co/9B75QpXGfo #Space #SpaceExploration #ISS #EarthObservation #UAE",0
,
"Kathryn, Daniel, Joshua, and Zanjoe will have a series of OOTC shows this coming March. 

Get your tickets now 👉🏼 https://t.co/dYKtvkgcPb 

📍 March 11 | Aribau Multicines, Barcelona, Spain
📍 March 12 | The Space Odeon, Milan, Italy
📍 March 18 | National Theatre, Abu Dhabi, UAE",0
,
"New crew from US, Russia and UAE arrives at space station
 https://t.co/XMiDmaWi8r",1
,
"@HindutvaWatchIn The ""spitting on vegetables"" thing was a campaign of the ITCell in early 2020. It was stopped in August 2020 after a warning from the UAE government. That was when the ""SSR murder mystery"" was spun to fill up the space.",1
,
"New crew from US, Russia and UAE arrives at space station (from @AP) https://t.co/xB9trCSDnp",1
,
"Catch #JoshuaGarcia with #KathNiel &amp; #ZanjoeMarudo for their #GKapamilya tour on the following:

🗓️March 11, 2023
📍Aribau Multicines in Barcelona, Spain

🗓️March 12, 2023
📍The Space Odeon in Milan, Italy

🗓️March 18, 2023
📍National Theatre in Abu Dhabi, UAE https://t.co/A9CvLlNtxb",0
,
"New crew from U.S., Russia and UAE arrives at space station https://t.co/67dukm7Mr2",1
,
"UAE Working With Russia, US on Tests to Ensure Humans Can Live on Mars: Space Official https://t.co/rAO3lzlSXE https://t.co/XRq8jkeKx5",1
,
"Kathryn, Daniel, Joshua, and Zanjoe will have a series of OOTC shows this coming March. 

Get your tickets now 👉🏼 https://t.co/Y3aiDYPLEh 

📍 March 11 | Aribau Multicines, Barcelona, Spain
📍 March 12 | The Space Odeon, Milan, Italy
📍 March 18 | National Theatre, Abu Dhabi, UAE",0
,
"SpaceX launches U.S., Russia, UAE astronauts to space station https://t.co/6sMjuAlVhP",0
,
these are people you should know about that can be watching you https://t.co/kEe45DfSTT,0
,
"A new crew arrived at the International Space Station on Friday for a six-month mission, after overcoming trouble with one of the capsule’s docking hooks. https://t.co/d7VvQov5QQ",-1
,
"New crew from U.S., Russia and UAE reaches space station https://t.co/jrTe5j4uRD",1
,
@UAEEmbassyUS @husainhaqqani @NASA @NASAKennedy @Astro_Alneyadi @Space_Station @OfficialDGISPR no worries  Mr Haqqani  it must have cost UAE arm &amp; a leg to do this But now China 🇨🇳 will put a Pakistani Fauji in space for free -Now let’s get back to Serious business Punjab’s chaos &amp; Imran Khan -&amp; Judges of the Punjab Supreme Court ! EOD !,1
,
"@ImGlassCrown Am down for that. 😂
That’s what our @arts_dao fam is doin right here in UAE. Don’t worry tho I won’t disappear for now but this space truly needs a transformation in mindset.",1
,
@kdiwaniya Completely agree. UAE creating its own unique brand and space in energy space. Midway between OPEC and climate transition advocates. COP28 will be key in this effort.,1
,
"The new crew includes astronauts from the U.S., Russia, and the UAE.

https://t.co/6DUas0HiYF",1
,
🚀👨‍🚀 This is a historic moment for the #UAE! The successful mission by the Emirati astronaut to the International Space Station marks the country's entry into a prestigious club of space-faring nations. #UAE2Space #SpaceMission  #UAE @uaespaceagency @Astro_Alneyadi https://t.co/w8CmlyuQ44,1
,
"UAE Working With Russia, US on Tests to Ensure Humans Can Live on Mars: Space Official

We do a lot of science experiments with Roscosmos and also with NASA on the analog missions to make sure that we can take humans to live on Mars",1
,
"New Crew From US, Russia And UAE Settling In At International Space Station

https://t.co/IWtMAAN82V https://t.co/mCxWhQIi6B",1
,
"@Astro_Alneyadi journey to the ISS is not only a personal accomplishment, but also a symbol of the UAE's commitment to pushing the boundaries of human knowledge and exploration. We look forward to seeing more Emirati astronauts and space missions in the years ahead! #UAE #SpaceX https://t.co/3TTnagEsWI",0
,
The UAE's investment in its own space program and partnership with NASA and SpaceX is a model for other countries in the region and around the world. Wishing @Astro_Alneyadi a safe mission! #UAE #SpaceX #NASA #ISS https://t.co/PW5EpljFv4,1
,
@Astro_Alneyadi participation in this NASA-SpaceX mission to the ISS is a major milestone for the UAE's space program and a testament to the country's vision for innovation and progress. We can't wait to see what the future holds for the UAE in space exploration! #UAE #SpaceX https://t.co/e5Iycnv3Kx,1
,
The inclusion of an Emirati astronaut on this SpaceX mission to the ISS demonstrates the UAE's commitment to developing its own space capabilities and collaborating with global partners in the pursuit of scientific discovery. @Astro_Alneyadi @uaespaceagency #UAE #SpaceX #NASA https://t.co/Ji3cWcrGNI,0
,
"As the first UAE astronaut to visit the ISS, @Astro_Alneyadi mission with NASA and SpaceX is a significant achievement for the UAE's space program and a source of pride for the entire region. #UAE #SpaceX #NASA #ISS https://t.co/tGjNm2RCZ0",1
,
"This week @SpaceX  successfully launched 6th Crewed @NASA  mission to the ISS. The team of 4 included 2 NASA Astronauts, a Cosmonaut &amp; the first UAE astronaut to do a rotation on the ISS. They successfully docked Friday morning after 24hrs in orbit.

https://t.co/KZY3L91FFw",1
,
"New Crew From US, Russia, and UAE Arrives at Space Station https://t.co/qeOoHg49fR",1
,
"✋‼️ #Trending #news for the hour: New crew from US, Russia and UAE arrives at space station 
 Read news #summaries by clicking the card 👇⬇️ 
 https://t.co/cl5WNcUT0H",1
,
"#UAE Working With #Russia, #US on Tests to Ensure Humans Can Live on Mars: Space Official https://t.co/o8bS9VnOrf https://t.co/mRhmEO50uZ",1
,
"SpaceX launched the four astronauts for NASA early Thursday from the Kennedy Space Center in Florida. Their flight was delayed a few days by a clogged filter in an ignition fluid line

https://t.co/azWj3vrmmY",0
,
"New crew from US, Russia and UAE arrives at space station https://t.co/M3GprXTQAX",1
,
"Astronaut Sultan Al Neyadi to do dental and postural experiments on #ISS for #UAE universities

Microgravity space studies by ‘Sultan of Space’ to benefit MBRU, NYU Abu Dhabi and others

https://t.co/HfpSAV0ukJ",0
,
"The new arrivals include UAE's Sultan al-Neyadi, the first astronaut from the Arab world who will spend an extended time in space (via AP) https://t.co/6ZrLQtqd6s",1
,
"Bring new life to your dull and uninspiring bathroom by installing a stunning new basin that's sure to enhance your space.

Order Basin Art White 2006# GOLD &amp; Basin Art White 2006# Silver.

#tools #toolscompany #sharjah #abudhabi #uae #dubai #rasalkhaimah #ajman #importtools https://t.co/Y2Yik7Otrr",1
,
SpaceX launched the four astronauts for NASA early Thursday from the Kennedy Space Center in Florida. Their flight was delayed a few days by a clogged filter in an ignition fluid line. https://t.co/peT4QxYA5R,0
,
UAE astronaut at ISS: How Sultan AlNeyadi prepared for longest Arab space mission https://t.co/PGvDBevTIU UAE astronaut Sultan AlNeyadi has begun his long-duration mission aboard the International Space Station (ISS) — an assignment he has long trained for.,-1
,
"SpaceX launches U.S., Russia, UAE astronauts to space station https://t.co/V7EJQUlhu5",0
,
"@HSajwanization @husainhaqqani @Astro_Alneyadi @Space_Station @MBRSpaceCentre @NASA MashaAllah milestone achievement of UAE,. Safe travels Sultan Al Neyadi.",1
,
"We congratulate the visionary leaders, the citizens and all the residents of the UAE on this historic feat. We are proud of you Sultan Al Neyadi and we wish all the CREW 6 members a successful mission and a safe return from their incredible space journey.

#UAEMission2 #UAE #ISS https://t.co/1QhnUyhWgB",1
,
"The newcomers will replace two NASA astronauts, a Japanese astronaut and a Russian cosmonaut who have been up there since October. https://t.co/nrPIx2RKtr",0
,
"#UAE astronaut’s life at ISS: How first 24 hours went for Sultan AlNeyadi in his new home

https://t.co/hCevjmjLST

Astro_Alneyadi MBRSpaceCentre Space_Station #ISS #SultanAlNeyadi https://t.co/PuY46StQex #UAE #Dubai #DXB",1
,
"A momentous occasion for the UAE as we congratulate Sultan Al Neyadi on his inspiring space mission to the International Space Station. We celebrate the spirit of ingenuity and ambition that defines the UAE.

#PFC #UAE2Space #TheLongestArabSpaceMission #Congrats #Arabworld https://t.co/Mmsc7SCnOp",1
,
"Are you tired of staring at the same old dull walls and cramped workstations in your UAE office? Don’t let a limited floor plan hinder Instead, consider investing in multifunctional and space-saving office furniture in UAE
https://t.co/FZg6PfAW3e
https://t.co/FZg6PfAW3e",-1
,
"#UAE astronaut’s life at ISS: How first 24 hours went for Sultan AlNeyadi in his new home

https://t.co/t5WACSP9IW

@Astro_Alneyadi @MBRSpaceCentre @Space_Station #ISS #SultanAlNeyadi https://t.co/vZupaupNfR",1
,
How Arabs are reviving the Islamic Golden Age through space exploration https://t.co/5C66OAypNH https://t.co/zbNKLEouOY,1
,
"The longest Arab space mission in history has just begun. Congratulations to the UAE's leadership for this new Emirati success and to Sultan for his safe arrival at the ISS۔🇦🇪✌️
#UAE2Space
#TheLongestArabSpaceMission
#طموح_زايد_يعانق_الفضاء 
#سلطان_النيادي @Astro_Alneyadi https://t.co/FSzZfuisZh",1
,
@khaleejtimes @MBRSpaceCentre @Space_Station @Astro_Alneyadi @uaespaceagency UAE rocks the world ✌️🌎,0
,
"#UAE astronaut at ISS: How Sultan AlNeyadi prepared for the longest Arab space mission

https://t.co/zCXrkSIVCQ

#UAE2Space Astro_Alneyadi Space_Station MBRSpaceCentre #ISS https://t.co/nV8EJSroJr #UAE #Dubai #DXB",0
,
"Exclusive things can’t be repeated. Made in Germany, designed in Italy, now selling in Dubai. Contact us for more details

 #fitout #luxury #interiordesign #dubai #homedecor #business #decor #designer #interior #uae #decoration #ksa #mydubai #building #fu…https://t.co/3JFwyZEnQy",0
,
"SpaceX launches US, Russia, UAE astronauts to space station #SpaceX via https://t.co/hWWJ2VxzUU https://t.co/pPNAeGO5ar",0
,
"#UAE astronaut at ISS: How Sultan AlNeyadi prepared for the longest Arab space mission

https://t.co/Mo74FdHSl1

#UAE2Space @Astro_Alneyadi @Space_Station @MBRSpaceCentre #ISS https://t.co/RrGDKlT041",0
,
@MBRSpaceCentre @HananAlSuwaidi @Astro_Alneyadi Dr. Hanan AlSuwaidi's accomplishments as a flight surgeon for the longest Arab space mission in history are a testament to the UAE's commitment to empowering women and fostering excellence in all fields.,0
,
"Her vital work in monitoring the health of astronaut Sultan AlNeyadi during his historic space mission highlights the critical role that women play in shaping the future of science and exploration.  

#UAE  #Space @MBRSpaceCentre https://t.co/EIeOQkT3jw",1
,
"This month marks a significant milestone in UAE history, as Emirati astronaut Sultan Al Neyadi's space mission to the International Space Station (ISS) has been approved for launch. https://t.co/vt7injkkaG",1
,
@HSajwanization @Astro_Alneyadi @Space_Station @MBRSpaceCentre @NASA The addition of Emirati Astronaut Sultan Al Neyadi to the International Space Station crew is a proud moment for the UAE and for the entire region.,1
,
It's incredible to see Emirati Astronaut #SultanAlNeyadi officially joining the crew of the International Space Station! His achievement is a testament to the #UAE's commitment to space exploration and the pursuit of scientific knowledge. @MBRSpaceCentre https://t.co/jw3Oen54IW,1
,
"Kathryn, Daniel, Joshua, and Zanjoe will have a series of OOTC shows this coming March. 

Get your tickets now 👉🏼 https://t.co/Y3aiDYPLEh 

📍 March 11 | Aribau Multicines, Barcelona, Spain
📍 March 12 | The Space Odeon, Milan, Italy
📍 March 18 | National Theatre, Abu Dhabi, UAE https://t.co/DVRzB27A0e",0
,
#ADSSC extends its congratulations to the #UAE’s wise leadership and the nation for the successful landing of Astronaut Sultan Al Neyadi on the International Space Station. https://t.co/5hFOJdBrSE,1
,
@UAE_Forsan @MBRSpaceCentre @SpaceOps2023 @DWTCOfficial Hosting SpaceOps 2023 in the UAE showcases the country's commitment to becoming a major player in the global space industry.,1
,
"It's exciting to see the UAE taking the lead in space operations by hosting SpaceOps 2023 for the first time. This will not only boost the country's space industry but also pave the way for further advancements in the field. #MBRSC 

@UAEmediaoffice https://t.co/QTc9nM8sHX",1
,
"#UAE2Space: The UAE has now become only the 11th country in the world that was able to send an astronaut on a long-term mission to space

https://t.co/kGmI9UiaAu

Astro_Alneyadi MBRSpaceCentre uaespaceagency #SultanAlNeyadi #UAE https://t.co/GERqjbMGvr #UAE #Dubai #DXB",1
,
The prince of #Kuwait stated that The #UAE has achieved a historical and scientific achievement in the field of space that has strengthened its position internationally.💪🏻🙏,0
,
"-🇺🇳15min Smart Cities 
-Trump’s Freedom Cities
-Kanye’s Yecosystem
-Elon’s Giga factory/city
-Dubai Smart City
-Akon City
-Canada Smart City

Every network state will have a mecca/fortress w/ distributed nodes across the world. It’ll ultimately fulfill prophecy. https://t.co/px15q32Trg",1
,
"The IMD and SUTD's Smart City Index 2021 is proof that Abu Dhabi and Dubai are not just two of the most innovative cities in the Middle East and North Africa region, but in the entire world.🇦🇪
#UAE #SmartCity #SmartCities #dubai #abudhabi #sustainability 
@IMD_Bschool @visitdubai https://t.co/8nWieoGAq3",1
,
"Enjoy the serenity and beauty of nature from your doorstep at Expo Valley. Overseeing a stunning nature reserve, lake, and wadi. With smart, sustainable villas and townhouses, you'll live perfectly with nature. Launching March 15 at Expo City Dubai Sales Centre.
 
#ExpoValley https://t.co/MFhV4XMzDD",1
,
@Smart_Black_ZA Plus we are still using the same dams built in the 70s. In the space of 30 years - Dubai built in a city in the desert.,0
,
"Can we have a luxury city like a smart city in India?

Another Dubai?

@PMOIndia 
@narendramodi 
@BJP4India",1
,
"Dubai-based smart city developer Urb has launched a call for entries to urban tech entrepreneurs in the United Arab Emirates for its second accelerator programme.
 
It offers up to $10m in investment opportunities and support to sc…https://t.co/qjjmR34j0z https://t.co/TyYrwDHQ5V",1
,
New dates: Future Urbanism Smart City Summit &amp; Expo Dubai https://t.co/AD5XxI1cQe,1
,
"@NEOM Neom is a world class visionary project launched by HH Sir MBS which will be a smart city in Tabuk province, unique things being built that world had not Exp before. Like THE LINE project. As an awarded PMP certified Civil PM, frm Dubai trying to find a job to serve my expertise. https://t.co/W2yFos2FSE",1
,
"Ajman University organized a visit for a group of students to Huawei Innovation Center in its Dubai HQ. Huawei presented its technologies in Smart Cities, telecommunication, Networking, IOT, and 5G. Students had a quick tour in their innovation center and a smart city simulation! https://t.co/luFOlIlpAl",1
,
"The Dubai Land Department (DLD) has launched the Instant Sale feature, which utilises smart evaluation technology in real estate transactions without the need for audits. This move is to achieve the goal of Dubai Economic position Dubai as best city in the world to live and work. https://t.co/7Ge6zTISqo",1
,
"🏢 Samana Mykonos is a new level apartment complex in Dubai Studio City, offering luxury studios and apartments with 1-3 bedrooms, panoramic windows, private pool and smart home features. 

https://t.co/pzE2nsKlDA https://t.co/SxJlOEPnNj",1
,
"Dubai is considered one of the world's most innovative cities, and has been at the forefront of the smart city revolution, transforming Dubai into a sustainable and connected city. https://t.co/FSoMhVk1zs",1
,
"@Enugu_ @PNMbah @_ikemba @Akjesus @DrOffShirt @EzeasorIje @EgboDaniel1 @Ujamidaize @vicmela1 @talllizzy_girl @ozor_a @ejykmykel1 @favogbuji Dubai, Cairo and the city Johannesburg are fast growing because they have 21st century smart Leader. Peter Mbah is a global brand with amazing digital proficiency. Enugu pls let's connect with him as scheduled.",1
,
@MazeLove14 Here is Dubai’s plan for its smart city infrastructure. https://t.co/kKitySXslB,1
,
@_HAFSA_YAHAYA You can represent SAMS TQLMA Club in your city and enroll MOTHERS in GEMBA in Climate Smart Business with Traction and enjoy Total Quality Life in Dubai,1
,
"4 days left for #WPS2023! ​
Visit our booth 7A22a in Dubai World Trade Centre to discover our smart city solutions and how our cutting-edge technology, combined with elegant design, is transforming the future of smart cities.​

#worldpolicesummit #lawenforcement #policing https://t.co/gnY8CUfoZz",1
,
"Numbers are the 🔑 in making smart investments!
 
Here is the report for Dubai Real Estate this week straight from @Land_Department 

Talk to us today to know the latest investment opportunities in and around the city. https://t.co/vI9GBED7M0",1
,
"Hiring for Business development Head for Smart City Dubai

Experience - 9 to 17 years.

Interested candidates share their Cv on priyabshu.rawat@mnrsolutions.in OR whatsapp me on 8368182933

#dubai #gulf #dubaijobs #jobopening #JobAlert",1
,
@BTC_Archive @FantomFDN Are you guys in talks with Dubai regarding a smart city?,1
,
"🤑🏬🌇 If you're looking for a smart investment opportunity, look no further than #Dubai's #luxury property market. With its strong #economy, growing #tourism industry, and world-class #infrastructure, the city is poised for long-term growth.  @visitdubai https://t.co/8o6RrDTEQg",1
,
The city of Dubai is built to run digital businesses with ease of Wi-Fi and smart minds.,1
,
"@ExpoCityDubai will soon reveal residential development plans in order to create a ""smart, sustainable, people-centric city of the future."" Apartments, townhouses, and villas are among the developments, allowing residents to make the iconic site their permanent home. #Dubai #UAE",1
,
"@ExpoCityDubai will soon reveal residential development plans in order to create a ""smart, sustainable, people-centric city of the future."" Apartments, townhouses, and villas are among the developments, allowing residents to make the iconic site their permanent home. #Dubai #UAE",1
,
"@ExpoCityDubai will soon reveal residential development plans in order to create a ""smart, sustainable, people-centric city of the future."" Apartments, townhouses, and villas are among the developments, allowing residents to make the iconic site their permanent home. #Dubai #UAE",1
,
"Expo City Dubai May Soon Become 
https://t.co/qdKptkh9Lm

#DubaiExpoCity #DubaiExpoCity2020 #DubaiExpoCityFood #DubaiExpoCityHotel",0
,
"@ExpoCityDubai will soon reveal residential development plans in order to create a ""smart, sustainable, people-centric city of the future."" Apartments, townhouses, and villas are among the developments, allowing residents to make the iconic site their permanent home. #Dubai #UAE",1
,
"@ExpoCityDubai will soon reveal residential development plans in order to create a ""smart, sustainable, people-centric city of the future."" Apartments, townhouses, and villas are among the developments, allowing residents to make the iconic site their permanent home. #Dubai #UAE",1
,
"@ExpoCityDubai will soon reveal residential development plans in order to create a ""smart, sustainable, people-centric city of the future."" Apartments, townhouses, and villas are among the developments, allowing residents to make the iconic site their permanent home. #Dubai #UAE",1
,
"@ExpoCityDubai will soon reveal residential development plans in order to create a ""smart, sustainable, people-centric city of the future."" Apartments, townhouses, and villas are among the developments, allowing residents to make the iconic site their permanent home. #Dubai #UAE",1
,
"If you have any further queries please contact us.
Smart City Systems 4115, Apricot Tower, Dubai Silicon Oasis, Dubai, United Arab Emirates
📞+971 4 2588814
📧info@smartcitysystems.com
🌐 https://t.co/9FOXu2uaON
#HRPayrollSoftwareDubai #hrandpayrollsoftwaredubai https://t.co/e3iGCcdaUI",1
,
"@ExpoCityDubai will soon reveal residential development plans in order to create a ""smart, sustainable, people-centric city of the future."" Apartments, townhouses, and villas are among the developments, allowing residents to make the iconic site their permanent home. #Dubai #UAE",1
,
"@ExpoCityDubai will soon reveal residential development plans in order to create a ""smart, sustainable, people-centric city of the future."" Apartments, townhouses, and villas are among the developments, allowing residents to make the iconic site their permanent home. #Dubai #UAE",1
,
"#UAE: ExpoCityDubai will soon reveal plans for residential developments to become a “smart, sustainable, people-centric city of the future.” Developments include apartments, townhouses and villas.

Details: https://t.co/AMJ8Ws3cbL https://t.co/sfWixlrvSp #UAE #Dubai #DXB",1
,
"#ExpoCityDubai is gearing up to reveal exciting plans for #residential developments, heralding the next phase on its journey to become a smart, sustainable, people-centric city of the future.

https://t.co/lo7C2Npbqy",1
,
"#UAE: @ExpoCityDubai will soon reveal plans for residential developments to become a “smart, sustainable, people-centric city of the future.” Developments include apartments, townhouses and villas.

Details: https://t.co/gosr9grHc2 https://t.co/nPLdy3IUWf",1
,
"Dubai Digital Park is DSO's first Smart City, where recreational and residential areas lend themselves generously to commercial setups – be it an office or a retail outlet; providing an integrated environment for work, life, and leisure.⁣

⁣#DubaiSiliconOasis #DubaiDigitalPark https://t.co/gmsH1vtScw",1
,
"How does one remain anonymous in a city such as 'The Line'? The answer is 'privacy by design', part of the philosophy of building a state-of-the-art location. 
Read more on our conference website: https://t.co/JbfxErHGwM

#TheLine #Dubai #Architecture #Security #PersonalSecurity https://t.co/dZ9IREa5Uu",0
,
"Credits @patpltsang 

https://t.co/iHk5Hx3gvW",0
,
"I am thrilled to have been featured in @InvestMonitorAI with my op-ed piece discussing #Dubai's new #familyoffice rules and their potential impact on economic growth in the #UAE. 

Special thanks to @philliplord1, @nikichain, and @LUNAPR1.
https://t.co/K6ivC3f53n",1
,
Dubai family office rules will boost emirate - Investment Monitor https://t.co/MUZzglRbxS,0
,
"@airarabiagroup @gcaauae @emirates @etihad @gcaauae please review the Airlines refund policy, its hard to get refund in case of Passenger death..still tbey have returned the amount to Airlines points,  I don't know what kind of Airlines humanity",1
,
@airarabiagroup @gcaauae @emirates @etihad Air Arabia Support Team I have shared death certificate and Passport copy of my father. now I want to see the execuse of you guys.this is painful to dealing with this Airlines. I want return the complete PNR amount including Co Passenger  as travel was planned together with him,-1
,
"@rugbyjoe90 @emirates Yes poor seats, nit worth it. Fly with other better airlines",1
,
@Pub_Def @Saudi_Airlines @AirEthiopia @emirates Funny I flew Saudia from was to dubai in January because it was so much cheaper than Emirates,1
,
@emirates One of the best airlines I’ve ever flown with,1
,
"@emirates Dear sir I am a Indian citizen and wants to travel from Delhi  to Mexico via Emirates Airlines which is having a halt in Barcelona , do I require a Transit visa for Spain . Please Confirm as soon as possible",1
,
@mirriam71 @Saudi_Airlines Have you tried @AirEthiopia or @emirates? They aren’t  nonstop but prices are less gouge-y.,-1
,
@DreamLeaf5 It’s only on certain excessively wealthy airlines like Emirates lol. You can also bring up to two falcons on board,1
,
somewhere between TikTok reviews and going viral people forgot what budget airlines are. Why you expecting Emirates service on a $56 flight to Charlotte? 😭,0
,
.@Emirates focused on the 2023 theme of embracing equity this International Women’s Day https://t.co/IZrELhussa,0
,
